item_id,movie_title_raw,release_date,video_release_date,imdb_url,unknown,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film_noir,horror,musical,mystery,romance,sci_fi,thriller,war,western,movie_title,release_year,rating_count,average_rating,rating_std,first_rated_time,last_rated_time,genre_count,decade_group,genre_list,genre_string,popularity_group,bayesian_average_rating,is_cold_start_item,is_popular_item,is_long_tail_item
938,"Smile Like Yours, A (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Smile+Like+Yours%2C+A+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Smile Like Yours, A",1997.0,25,2.88,1.0924,1997-10-18 01:15:59,1998-04-18 03:45:41,2,1990年代,"['comedy', 'romance']","comedy, romance",中等,3.1688,0,0,0
939,Murder in the First (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Murder%20in%20the%20First%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Murder in the First,1995.0,60,3.6,0.7636,1997-09-20 21:27:35,1998-04-16 21:18:24,2,1990年代,"['drama', 'thriller']","drama, thriller",热门,3.5825,0,1,0
940,Airheads (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Airheads%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Airheads,1994.0,32,2.3438,0.937,1997-09-22 14:31:04,1998-04-17 18:47:07,1,1990年代,['comedy'],comedy,中等,2.8,0,0,0
941,With Honors (1994),1994-01-01,,http://us.imdb.com/M/title-exact?With%20Honors%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,With Honors,1994.0,46,3.0652,1.1431,1997-09-20 04:41:31,1998-04-17 03:12:14,2,1990年代,"['comedy', 'drama']","comedy, drama",中等,3.206,0,0,0
942,What's Love Got to Do with It (1993),1993-01-01,,http://us.imdb.com/M/title-exact?What's%20Love%20Got%20to%20Do%20with%20It%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,What's Love Got to Do with It,1993.0,45,3.4889,0.92,1997-09-28 21:33:16,1998-04-22 03:05:33,1,1990年代,['drama'],drama,中等,3.5015,0,0,0
943,Killing Zoe (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Killing%20Zoe%20(1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Killing Zoe,1994.0,40,3.475,0.9055,1997-09-21 09:38:55,1998-04-17 03:24:11,1,1990年代,['thriller'],thriller,中等,3.4933,0,0,0
944,Renaissance Man (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Renaissance%20Man%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Renaissance Man,1994.0,43,3.0,1.0911,1997-09-22 18:08:34,1998-04-17 03:38:40,3,1990年代,"['comedy', 'drama', 'war']","comedy, drama, war",中等,3.1682,0,0,0
945,Charade (1963),1963-01-01,,http://us.imdb.com/M/title-exact?Charade%20(1963),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,Charade,1963.0,40,3.925,0.859,1997-09-21 20:43:05,1998-04-17 18:07:45,4,1960年代,"['comedy', 'mystery', 'romance', 'thriller']","comedy, mystery, romance, thriller",中等,3.7933,0,0,0
946,"Fox and the Hound, The (1981)",1981-01-01,,"http://us.imdb.com/M/title-exact?Fox%20and%20the%20Hound,%20The%20(1981)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fox and the Hound, The",1981.0,61,3.1475,1.0776,1997-09-20 04:42:01,1998-04-20 14:08:58,2,1980年代,"['animation', 'children']","animation, children",热门,3.2419,0,1,0
947,"Big Blue, The (Grand bleu, Le) (1988)",1988-01-01,,"http://us.imdb.com/M/title-exact?Grand%20bleu,%20Le%20(1988)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Big Blue, The (Grand bleu, Le)",1988.0,17,3.2353,1.1472,1997-09-30 21:28:49,1998-04-03 18:40:36,2,1980年代,"['adventure', 'romance']","adventure, romance",中等,3.3945,0,0,0
948,Booty Call (1997),1997-02-28,,http://us.imdb.com/M/title-exact?Booty%20Call%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Booty Call,1997.0,48,2.1667,1.098,1997-09-22 17:57:34,1998-04-16 00:16:43,2,1990年代,"['comedy', 'romance']","comedy, romance",中等,2.5676,0,0,0
949,How to Make an American Quilt (1995),1995-01-01,,http://us.imdb.com/M/title-exact?How%20to%20Make%20an%20American%20Quilt%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,How to Make an American Quilt,1995.0,71,3.338,0.925,1997-09-20 04:39:30,1998-04-20 04:44:20,2,1990年代,"['drama', 'romance']","drama, romance",热门,3.3802,0,1,0
950,Georgia (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Georgia%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Georgia,1995.0,30,2.9,0.9948,1997-09-27 00:00:23,1998-04-17 03:31:01,1,1990年代,['drama'],drama,中等,3.1519,0,0,0
951,"Indian in the Cupboard, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Indian%20in%20the%20Cupboard,%20The%20(1995)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Indian in the Cupboard, The",1995.0,39,2.8205,1.0972,1997-09-20 22:02:49,1998-04-11 22:46:06,3,1990年代,"['adventure', 'children', 'fantasy']","adventure, children, fantasy",中等,3.061,0,0,0
952,Blue in the Face (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Blue%20in%20the%20Face%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue in the Face,1995.0,45,3.1778,1.0931,1997-09-23 03:16:59,1998-04-22 17:03:39,1,1990年代,['comedy'],comedy,中等,3.2861,0,0,0
953,Unstrung Heroes (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Unstrung%20Heroes%20(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Unstrung Heroes,1995.0,22,3.3182,0.9946,1997-09-30 17:08:10,1998-03-30 06:30:07,2,1990年代,"['comedy', 'drama']","comedy, drama",中等,3.419,0,0,0
954,Unzipped (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Unzipped%20(1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Unzipped,1995.0,11,3.5455,1.0357,1997-10-26 23:14:31,1998-03-31 23:05:22,1,1990年代,['documentary'],documentary,中等,3.5354,0,0,0
955,Before Sunrise (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Before%20Sunrise%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Before Sunrise,1995.0,49,3.4082,1.135,1997-09-22 19:41:33,1998-04-17 03:23:31,2,1990年代,"['drama', 'romance']","drama, romance",中等,3.4435,0,0,0
956,Nobody's Fool (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Nobody's%20Fool%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Nobody's Fool,1994.0,46,3.6087,0.8558,1997-10-17 17:05:14,1998-04-17 15:24:03,1,1990年代,['drama'],drama,中等,3.5848,0,0,0
957,Pushing Hands (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Tui%20Shou%20(1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pushing Hands,1992.0,2,2.0,1.4142,1997-11-21 17:09:48,1998-01-23 09:57:44,1,1990年代,['comedy'],comedy,冷门,3.3908,1,0,1
958,To Live (Huozhe) (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Huozhe%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,To Live (Huozhe),1994.0,14,3.7857,1.2514,1997-09-29 04:46:12,1998-04-07 22:34:51,1,1990年代,['drama'],drama,中等,3.6352,0,0,0
959,Dazed and Confused (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Dazed%20and%20Confused%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Dazed and Confused,1993.0,64,3.4688,1.0979,1997-09-20 21:41:35,1998-04-22 02:50:04,1,1990年代,['comedy'],comedy,热门,3.4833,0,1,0
960,Naked (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Naked%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Naked,1993.0,25,3.24,1.3,1997-09-23 15:22:23,1998-04-08 16:51:18,1,1990年代,['drama'],drama,中等,3.3688,0,0,0
961,Orlando (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Orlando%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Orlando,1993.0,34,3.6176,1.2064,1997-09-20 19:52:45,1998-04-16 03:16:56,1,1990年代,['drama'],drama,中等,3.5851,0,0,0
962,Ruby in Paradise (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Ruby%20in%20Paradise%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Ruby in Paradise,1993.0,23,3.1304,1.1795,1997-11-13 18:30:10,1998-04-16 00:28:45,1,1990年代,['drama'],drama,中等,3.3162,0,0,0
963,Some Folks Call It a Sling Blade (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Some%20Folks%20Call%20It%20a%20Sling%20Blade%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Some Folks Call It a Sling Blade,1993.0,41,4.2927,0.873,1997-09-26 15:00:36,1998-04-08 23:43:03,2,1990年代,"['drama', 'thriller']","drama, thriller",中等,4.0426,0,0,0
964,"Month by the Lake, A (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Month%20by%20The%20Lake,%20A%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Month by the Lake, A",1995.0,9,3.3333,1.2247,1997-10-10 06:35:35,1998-04-11 22:47:32,2,1990年代,"['comedy', 'drama']","comedy, drama",冷门,3.4689,0,0,1
965,Funny Face (1957),1957-01-01,,http://us.imdb.com/M/title-exact?Funny%20Face%20(1957),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Funny Face,1957.0,21,3.6667,0.9129,1997-09-27 00:13:15,1998-04-08 23:52:18,2,1950年代,"['comedy', 'musical']","comedy, musical",中等,3.5999,0,0,0
966,"Affair to Remember, An (1957)",1957-01-01,,"http://us.imdb.com/M/title-exact?Affair%20to%20Remember,%20An%20(1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Affair to Remember, An",1957.0,26,4.1923,0.8953,1997-10-11 05:21:51,1998-04-22 02:34:43,1,1950年代,['romance'],romance,中等,3.9043,0,0,0
967,Little Lord Fauntleroy (1936),1936-01-01,,http://us.imdb.com/M/title-exact?Little%20Lord%20Fauntleroy%20(1936),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Little Lord Fauntleroy,1936.0,12,3.1667,0.8348,1997-09-22 17:13:46,1998-04-04 14:15:21,1,1930年代,['drama'],drama,中等,3.3937,0,0,0
968,"Inspector General, The (1949)",1949-01-01,,"http://us.imdb.com/M/title-exact?Inspector%20General,%20The%20(1949)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Inspector General, The",1949.0,18,3.7222,1.0741,1997-11-06 21:03:06,1998-04-14 05:08:18,1,1940年代,['musical'],musical,中等,3.621,0,0,0
969,Winnie the Pooh and the Blustery Day (1968),1968-01-01,,http://us.imdb.com/M/title-exact?Winnie%20the%20Pooh%20and%20the%20Blustery%20Day%20%281968%29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winnie the Pooh and the Blustery Day,1968.0,75,3.8,1.0905,1997-09-20 04:30:50,1998-04-19 03:51:00,2,1960年代,"['animation', 'children']","animation, children",热门,3.7431,0,1,0
970,Hear My Song (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Hear%20My%20Song%20(1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Hear My Song,1991.0,8,3.25,1.0351,1997-10-26 15:39:10,1998-04-11 22:57:17,1,1990年代,['comedy'],comedy,冷门,3.4499,0,0,1
971,Mediterraneo (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Mediterraneo%20(1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Mediterraneo,1991.0,34,3.6765,0.9119,1997-09-26 22:50:31,1998-04-07 22:23:00,2,1990年代,"['comedy', 'war']","comedy, war",中等,3.6222,0,0,0
972,Passion Fish (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Passion%20Fish%20(1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Passion Fish,1992.0,28,3.1786,0.863,1997-09-21 20:46:00,1998-04-07 22:27:34,1,1990年代,['drama'],drama,中等,3.325,0,0,0
973,Grateful Dead (1995),1996-10-18,,http://us.imdb.com/M/title-exact?Grateful%20Dead%20(1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Grateful Dead,1995.0,4,3.5,1.291,1997-11-21 16:26:35,1998-02-19 18:04:04,1,1990年代,['documentary'],documentary,冷门,3.5249,1,0,1
974,Eye for an Eye (1996),1996-01-01,,http://us.imdb.com/Title?Eye+for+an+Eye+(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Eye for an Eye,1996.0,32,3.0312,1.0621,1997-09-20 20:22:25,1998-04-21 21:39:00,2,1990年代,"['drama', 'thriller']","drama, thriller",中等,3.223,0,0,0
975,Fear (1996),1996-04-12,,http://us.imdb.com/M/title-exact?Fear%20(1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fear,1996.0,44,3.1591,1.0771,1997-09-21 09:29:06,1998-04-17 03:35:30,1,1990年代,['thriller'],thriller,中等,3.275,0,0,0
976,Solo (1996),1996-08-23,,http://us.imdb.com/M/title-exact?Solo%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Solo,1996.0,12,1.8333,1.1934,1997-09-21 08:03:01,1998-01-14 03:46:07,3,1990年代,"['action', 'sci_fi', 'thriller']","action, sci_fi, thriller",中等,2.8936,0,0,0
977,"Substitute, The (1996)",1996-04-19,,"http://us.imdb.com/M/title-exact?Substitute,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Substitute, The",1996.0,49,2.6939,1.0248,1997-09-20 18:42:49,1998-04-21 21:43:12,1,1990年代,['action'],action,中等,2.9362,0,0,0
978,Heaven's Prisoners (1996),1996-05-10,,http://us.imdb.com/M/title-exact?Heaven's%20Prisoners%20(1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Heaven's Prisoners,1996.0,27,2.5185,1.1222,1997-09-22 18:04:43,1998-04-02 18:53:42,2,1990年代,"['mystery', 'thriller']","mystery, thriller",中等,2.9489,0,0,0
979,"Trigger Effect, The (1996)",1996-08-30,,"http://us.imdb.com/M/title-exact?Trigger%20Effect,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Trigger Effect, The",1996.0,35,3.2,0.9941,1997-09-22 18:03:36,1998-04-17 03:41:19,2,1990年代,"['drama', 'thriller']","drama, thriller",中等,3.3199,0,0,0
980,Mother Night (1996),1996-11-01,,http://us.imdb.com/M/title-exact?Mother%20Night%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Mother Night,1996.0,22,3.1818,1.1396,1997-09-22 18:02:29,1998-03-30 03:17:31,1,1990年代,['drama'],drama,中等,3.3475,0,0,0
981,Dangerous Ground (1997),1996-09-04,,http://us.imdb.com/M/title-exact?Dangerous%20Ground%20(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Dangerous Ground,1997.0,8,1.75,0.8864,1997-09-22 18:03:02,1998-04-16 09:35:04,1,1990年代,['drama'],drama,冷门,3.0213,0,0,1
982,Maximum Risk (1996),1996-09-13,,http://us.imdb.com/M/title-exact?Maximum%20Risk%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Maximum Risk,1996.0,20,2.8,1.1965,1997-09-20 17:10:06,1998-04-06 01:19:49,3,1990年代,"['action', 'adventure', 'thriller']","action, adventure, thriller",中等,3.1649,0,0,0
983,"Rich Man's Wife, The (1996)",1996-09-13,,"http://us.imdb.com/M/title-exact?Rich%20Man's%20Wife,%20The%20(1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rich Man's Wife, The",1996.0,15,2.4,0.7368,1997-09-21 08:25:05,1998-02-20 01:41:26,1,1990年代,['thriller'],thriller,中等,3.0456,0,0,0
984,Shadow Conspiracy (1997),1997-01-31,,http://us.imdb.com/M/title-exact?Shadow%20Conspiracy%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Shadow Conspiracy,1997.0,44,2.8636,1.2866,1997-09-21 02:44:10,1998-04-02 20:29:47,1,1990年代,['thriller'],thriller,中等,3.0718,0,0,0
985,Blood & Wine (1997),1996-11-15,,http://us.imdb.com/Title?Blood+%26+Wine+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Blood & Wine,1997.0,22,2.8636,0.9902,1997-09-21 01:39:44,1998-04-21 19:17:26,1,1990年代,['drama'],drama,中等,3.1809,0,0,0
986,Turbulence (1997),1997-01-10,,http://us.imdb.com/M/title-exact?Turbulence%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Turbulence,1997.0,23,2.5652,1.3082,1997-09-20 18:44:28,1998-03-18 20:08:36,1,1990年代,['thriller'],thriller,中等,3.0139,0,0,0
987,Underworld (1997),1997-05-09,,http://us.imdb.com/M/title-exact?Underworld%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Underworld,1997.0,4,2.5,1.0,1997-09-22 18:06:56,1998-04-02 06:47:40,1,1990年代,['thriller'],thriller,冷门,3.3582,1,0,1
988,"Beautician and the Beast, The (1997)",1997-02-07,,"http://us.imdb.com/M/title-exact?Beautician%20and%20the%20Beast,%20The%20(1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Beautician and the Beast, The",1997.0,86,2.314,1.1089,1997-09-20 18:42:25,1998-04-22 04:26:20,2,1990年代,"['comedy', 'romance']","comedy, romance",热门,2.5434,0,1,0
989,Cats Don't Dance (1997),1997-03-26,,http://us.imdb.com/M/title-exact?Cats%20Don%27t%20Dance%20(1997),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cats Don't Dance,1997.0,32,2.8438,1.3704,1997-09-22 17:57:19,1998-04-18 03:50:38,3,1990年代,"['animation', 'children', 'musical']","animation, children, musical",中等,3.1077,0,0,0
990,Anna Karenina (1997),1997-04-04,,http://us.imdb.com/M/title-exact?Anna%20Karenina%20%281997%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Anna Karenina,1997.0,33,3.0909,1.3776,1997-09-22 17:57:19,1998-04-22 17:07:29,2,1990年代,"['drama', 'romance']","drama, romance",中等,3.2565,0,0,0
991,Keys to Tulsa (1997),1997-04-11,,http://us.imdb.com/Title?Keys+to+Tulsa+(1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Keys to Tulsa,1997.0,25,2.24,1.0909,1997-09-22 17:57:19,1998-04-17 01:18:55,1,1990年代,['crime'],crime,中等,2.8133,0,0,0
992,Head Above Water (1996),1997-06-20,,http://us.imdb.com/M/title-exact?Head+Above+Water+(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Head Above Water,1996.0,4,3.0,1.1547,1997-09-22 18:02:29,1998-04-19 04:10:14,2,1990年代,"['comedy', 'thriller']","comedy, thriller",冷门,3.4416,1,0,1
993,Hercules (1997),1997-06-27,,http://us.imdb.com/M/title-exact?Hercules+(1997),0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Hercules,1997.0,66,3.5152,0.9646,1997-09-20 20:24:25,1998-04-16 00:24:54,5,1990年代,"['adventure', 'animation', 'children', 'comedy', 'musical']","adventure, animation, children, comedy, musical",热门,3.5186,0,1,0
994,"Last Time I Committed Suicide, The (1997)",1997-06-20,,http://us.imdb.com/M/title-exact?Last+Time+I+Committed+Suicide%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Last Time I Committed Suicide, The",1997.0,7,2.2857,1.1127,1997-09-22 17:58:24,1998-04-02 06:56:34,1,1990年代,['drama'],drama,冷门,3.2073,0,0,1
995,"Kiss Me, Guido (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Kiss+Me%2C+Guido+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kiss Me, Guido",1997.0,31,3.1613,1.2137,1997-09-22 17:55:32,1998-04-18 03:51:43,1,1990年代,['comedy'],comedy,中等,3.3058,0,0,0
996,"Big Green, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Big%20Green,%20The%20(1995)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Big Green, The",1995.0,14,2.5,1.0919,1997-09-22 19:35:03,1998-04-17 18:40:24,2,1990年代,"['children', 'comedy']","children, comedy",中等,3.1058,0,0,0
997,Stuart Saves His Family (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Stuart%20Saves%20His%20Family%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Stuart Saves His Family,1995.0,16,2.125,1.1475,1997-09-29 04:51:33,1998-04-17 18:49:36,1,1990年代,['comedy'],comedy,中等,2.9055,0,0,0
998,Cabin Boy (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Cabin%20Boy%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cabin Boy,1994.0,16,2.5625,1.315,1997-09-24 07:38:48,1998-04-20 14:14:16,1,1990年代,['comedy'],comedy,中等,3.0999,0,0,0
999,Clean Slate (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Clean%20Slate%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean Slate,1994.0,10,2.8,1.1353,1997-10-25 05:31:56,1998-04-17 18:38:08,1,1990年代,['comedy'],comedy,冷门,3.2866,0,0,1
1000,Lightning Jack (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Lightning%20Jack%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Lightning Jack,1994.0,10,3.0,0.6667,1997-09-26 22:51:53,1998-04-17 18:49:37,2,1990年代,"['comedy', 'western']","comedy, western",冷门,3.3532,0,0,1
1001,"Stupids, The (1996)",1996-08-30,,"http://us.imdb.com/M/title-exact?Stupids,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stupids, The",1996.0,17,2.0,1.4142,1997-09-26 11:00:07,1998-04-22 04:26:20,1,1990年代,['comedy'],comedy,中等,2.827,0,0,0
1002,"Pest, The (1997)",1997-02-07,,"http://us.imdb.com/M/title-exact?Pest,%20The%20(1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pest, The",1997.0,8,1.875,1.2464,1997-10-01 22:00:16,1998-02-25 09:20:00,1,1990年代,['comedy'],comedy,冷门,3.057,0,0,1
1003,That Darn Cat! (1997),1997-02-14,,http://us.imdb.com/M/title-exact?That%20Darn%20Cat%20(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,That Darn Cat!,1997.0,8,2.25,1.0351,1997-09-30 17:11:18,1998-04-11 22:37:47,3,1990年代,"['children', 'comedy', 'mystery']","children, comedy, mystery",冷门,3.1642,0,0,1
1004,Geronimo: An American Legend (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Geronimo:%20An%20American%20Legend%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Geronimo: An American Legend,1993.0,9,3.1111,1.0541,1997-09-20 20:45:18,1998-04-04 20:59:53,2,1990年代,"['drama', 'western']","drama, western",冷门,3.3999,0,0,1
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",1991-01-01,,http://us.imdb.com/M/title-exact?Podwojne%20zycie%20Weroniki%20(1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Double vie de Véronique, La (Double Life of Veronique, The)",1991.0,22,3.6818,1.2868,1997-09-20 20:34:07,1998-04-22 17:26:11,1,1990年代,['drama'],drama,中等,3.6094,0,0,0
1006,Until the End of the World (Bis ans Ende der Welt) (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Bis%20ans%20Ende%20der%20Welt%20(1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Until the End of the World (Bis ans Ende der Welt),1991.0,23,2.8261,1.1541,1997-09-20 20:03:29,1998-04-02 20:44:20,2,1990年代,"['drama', 'sci_fi']","drama, sci_fi",中等,3.1534,0,0,0
1007,Waiting for Guffman (1996),1997-01-31,,http://us.imdb.com/M/title-exact?Waiting%20for%20Guffman%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting for Guffman,1996.0,47,4.1277,0.6794,1997-09-22 18:59:23,1998-04-22 02:58:38,1,1990年代,['comedy'],comedy,中等,3.9492,0,0,0
1008,I Shot Andy Warhol (1996),1996-05-01,,http://us.imdb.com/M/title-exact?I%20Shot%20Andy%20Warhol%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I Shot Andy Warhol,1996.0,37,3.3784,1.1143,1997-09-26 14:24:03,1998-04-02 19:25:26,1,1990年代,['drama'],drama,中等,3.4315,0,0,0
1009,Stealing Beauty (1996),1996-06-14,,http://us.imdb.com/M/title-exact?Stealing%20Beauty%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stealing Beauty,1996.0,64,3.375,1.1478,1997-09-20 20:58:04,1998-04-04 20:47:25,1,1990年代,['drama'],drama,热门,3.4119,0,1,0
1010,Basquiat (1996),1996-08-16,,http://us.imdb.com/M/title-exact?Basquiat%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Basquiat,1996.0,44,3.25,1.1437,1997-09-20 20:19:44,1998-04-11 22:56:55,1,1990年代,['drama'],drama,中等,3.3375,0,0,0
1011,2 Days in the Valley (1996),1996-09-27,,http://us.imdb.com/M/title-exact?2%20Days%20in%20the%20Valley%20(1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2 Days in the Valley,1996.0,93,3.2258,0.957,1997-09-21 10:11:22,1998-04-21 00:44:51,1,1990年代,['crime'],crime,热门,3.2796,0,1,0
1012,Private Parts (1997),1997-03-07,,http://us.imdb.com/M/title-exact?Private%20Parts%20(1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Private Parts,1997.0,100,3.53,1.0679,1997-09-21 01:38:12,1998-04-15 17:14:26,2,1990年代,"['comedy', 'drama']","comedy, drama",热门,3.53,0,1,0
