电影编号,电影名称原始,上映日期,视频上映日期,链接,未知,动作,冒险,动画,儿童,喜剧,犯罪,纪录片,剧情,奇幻,黑色电影,恐怖,音乐,悬疑,爱情,科幻,惊悚,战争,西部,电影名称,上映年份,被评分次数,平均评分,评分标准差,类型数量
789,Swimming with Sharks (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Swimming%20with%20Sharks%20(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Swimming with Sharks,1995.0,47,3.574468085106383,0.9944340940643364,2
790,Tommy Boy (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Tommy%20Boy%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Boy,1995.0,66,2.909090909090909,1.0630474731026505,1
791,"Baby-Sitters Club, The (1995)",1995-01-01,,"http://us.imdb.com/M/title-exact?Baby-Sitters%20Club,%20The%20(1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Baby-Sitters Club, The",1995.0,10,2.5,1.2692955176439846,1
792,Bullets Over Broadway (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Bullets%20Over%20Broadway%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bullets Over Broadway,1994.0,86,3.7209302325581395,0.915888033109335,1
793,Crooklyn (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Crooklyn%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Crooklyn,1994.0,10,3.5,1.35400640077266,1
794,It Could Happen to You (1994),1994-01-01,,http://us.imdb.com/M/title-exact?It%20Could%20Happen%20to%20You%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,It Could Happen to You,1994.0,46,3.652173913043478,0.8998121113592504,2
795,Richie Rich (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Richie%20Rich%20(1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Richie Rich,1994.0,21,2.4285714285714284,0.9258200997725514,2
796,Speechless (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Speechless%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Speechless,1994.0,36,3.0833333333333335,0.9964221709983889,2
797,Timecop (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Timecop%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Timecop,1994.0,31,3.096774193548387,0.8700512900466432,2
798,Bad Company (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Bad%20Company%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bad Company,1995.0,9,2.2222222222222223,1.092906420717,1
799,Boys Life (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Boys%20Life%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Boys Life,1995.0,5,3.2,1.3038404810405297,1
800,In the Mouth of Madness (1995),1995-01-01,,http://us.imdb.com/M/title-exact?In%20the%20Mouth%20of%20Madness%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,In the Mouth of Madness,1995.0,26,2.8846153846153846,1.2108483993274493,2
801,"Air Up There, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Air%20Up%20There,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Air Up There, The",1994.0,16,2.8125,0.6551081335677849,1
802,Hard Target (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Hard%20Target%20(1993),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Hard Target,1993.0,40,2.7,1.0426789952710696,4
803,Heaven & Earth (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Heaven%20&%20Earth%20(1993),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Heaven & Earth,1993.0,9,2.5555555555555554,0.5270462766947299,3
804,Jimmy Hollywood (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Jimmy%20Hollywood%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jimmy Hollywood,1994.0,8,2.875,0.9910312089651148,1
805,Manhattan Murder Mystery (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Manhattan%20Murder%20Mystery%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Manhattan Murder Mystery,1993.0,27,3.6296296296296298,0.8388704928078609,2
806,Menace II Society (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Menace%20II%20Society%20(1993),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Menace II Society,1993.0,50,3.46,0.9304376850247875,3
807,Poetic Justice (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Poetic%20Justice%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Poetic Justice,1993.0,9,2.7777777777777777,1.3017082793177757,1
808,"Program, The (1993)",1993-01-01,,"http://us.imdb.com/M/title-exact?Program,%20The%20(1993)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Program, The",1993.0,31,2.838709677419355,0.9694250596289323,2
809,Rising Sun (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Rising%20Sun%20(1993),0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Rising Sun,1993.0,43,2.9069767441860463,0.9955604664225236,3
810,"Shadow, The (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Shadow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shadow, The",1994.0,45,2.888888888888889,0.9101004495564368,1
811,Thirty-Two Short Films About Glenn Gould (1993),1993-01-01,,http://us.imdb.com/M/title-exact?Thirty-Two%20Short%20Films%20About%20Glenn%20Gould%20(1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Thirty-Two Short Films About Glenn Gould,1993.0,18,3.9444444444444446,0.5393048054696103,1
812,Andre (1994),1994-01-01,,http://us.imdb.com/M/title-exact?Andre%20(1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Andre,1994.0,18,3.111111111111111,1.078609610939221,2
813,"Celluloid Closet, The (1995)",1996-03-15,,"http://us.imdb.com/M/title-exact?Celluloid%20Closet,%20The%20(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Celluloid Closet, The",1995.0,56,3.892857142857143,1.0212037714663724,1
814,"Great Day in Harlem, A (1994)",1994-01-01,,"http://us.imdb.com/M/title-exact?Great%20Day%20in%20Harlem,%20A%20(1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Great Day in Harlem, A",1994.0,1,5.0,0.0,1
815,One Fine Day (1996),1996-11-30,,http://us.imdb.com/M/title-exact?One%20Fine%20Day%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,One Fine Day,1996.0,112,3.232142857142857,0.8902084264210502,2
816,Candyman: Farewell to the Flesh (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Candyman:%20Farewell%20to%20the%20Flesh%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Candyman: Farewell to the Flesh,1995.0,21,2.4285714285714284,1.3627702877384937,1
817,Frisk (1995),1996-03-29,,http://us.imdb.com/M/title-exact?Frisk%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Frisk,1995.0,3,2.6666666666666665,1.5275252316519465,1
818,Girl 6 (1996),1996-03-22,,http://us.imdb.com/M/title-exact?Girl%206%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Girl 6,1996.0,25,2.76,1.0519822558706333,1
819,Eddie (1996),1996-05-31,,http://us.imdb.com/M/title-exact?Eddie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eddie,1996.0,40,2.7,0.9391758525703704,1
820,Space Jam (1996),1996-11-15,,http://us.imdb.com/M/title-exact?Space%20Jam%20(1996),0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Space Jam,1996.0,93,2.774193548387097,1.0014015423836526,5
821,Mrs. Winterbourne (1996),1996-04-19,,http://us.imdb.com/M/title-exact?Mrs.%20Winterbourne%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Mrs. Winterbourne,1996.0,22,3.0454545454545454,1.0900971004051374,2
822,Faces (1968),1968-01-01,,http://us.imdb.com/M/title-exact?Faces%20(1968),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Faces,1968.0,4,3.0,0.816496580927726,1
823,Mulholland Falls (1996),1996-04-26,,http://us.imdb.com/M/title-exact?Mulholland%20Falls%20(1996),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Mulholland Falls,1996.0,82,2.8780487804878048,0.8942925185319388,3
824,"Great White Hype, The (1996)",1996-05-03,,"http://us.imdb.com/M/title-exact?Great%20White%20Hype,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Great White Hype, The",1996.0,49,2.7551020408163267,1.0313949341566893,1
825,"Arrival, The (1996)",1996-05-31,,"http://us.imdb.com/M/title-exact?Arrival,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Arrival, The",1996.0,83,3.036144578313253,1.1836877382861695,3
826,"Phantom, The (1996)",1996-06-07,,"http://us.imdb.com/M/title-exact?Phantom,%20The%20(1996)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phantom, The",1996.0,80,2.575,1.06468037635596,1
827,Daylight (1996),1996-12-06,,http://us.imdb.com/M/title-exact?Daylight%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daylight,1996.0,57,2.7719298245614037,1.0354009551109231,3
828,Alaska (1996),1996-08-21,,http://us.imdb.com/M/title-exact?Alaska%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alaska,1996.0,13,2.6923076923076925,1.2506408613597126,2
829,Fled (1996),1996-07-19,,http://us.imdb.com/M/title-exact?Fled%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fled,1996.0,34,2.6470588235294117,1.0115200964517939,2
830,Power 98 (1995),1996-05-17,,http://us.imdb.com/M/title-exact?Power%2098%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Power 98,1995.0,1,1.0,0.0,3
831,Escape from L.A. (1996),1996-08-09,,http://us.imdb.com/M/title-exact?Escape%20from%20L.A.%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Escape from L.A.,1996.0,91,2.4615384615384617,1.0884003788199381,4
832,Bogus (1996),1996-09-06,,http://us.imdb.com/M/title-exact?Bogus%20(1996),0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Bogus,1996.0,22,2.5454545454545454,1.1009637651263606,3
833,Bulletproof (1996),1996-09-06,,http://us.imdb.com/M/title-exact?Bulletproof%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bulletproof,1996.0,49,3.204081632653061,1.1361409800419189,1
834,Halloween: The Curse of Michael Myers (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Halloween:%20The%20Curse%20of%20Michael%20Myers%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Halloween: The Curse of Michael Myers,1995.0,25,2.2,1.2583057392117916,2
835,"Gay Divorcee, The (1934)",1934-01-01,,http://us.imdb.com/M/title-exact?Gay%20Divorcee%2C%20The%20%281934%29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Gay Divorcee, The",1934.0,15,3.8666666666666667,0.9154754164341269,3
836,Ninotchka (1939),1939-01-01,,http://us.imdb.com/M/title-exact?Ninotchka%20(1939),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Ninotchka,1939.0,26,3.769230769230769,0.9922778767136676,2
837,Meet John Doe (1941),1941-01-01,,http://us.imdb.com/M/title-exact?Meet%20John%20Doe%20(1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Meet John Doe,1941.0,25,3.92,0.9092121131323906,1
838,In the Line of Duty 2 (1987),1996-08-30,,http://us.imdb.com/M/title-exact?In%20the%20Line%20of%20Duty%202%20(1987),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In the Line of Duty 2,1987.0,4,2.75,1.707825127659933,1
839,Loch Ness (1995),1995-01-01,,http://us.imdb.com/M/title-exact?Loch%20Ness%20(1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Loch Ness,1995.0,4,2.5,1.7320508075688772,2
840,Last Man Standing (1996),1996-09-20,,http://us.imdb.com/M/title-exact?Last%20Man%20Standing%20(1996/I),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Last Man Standing,1996.0,53,2.660377358490566,1.1425914578174932,3
841,"Glimmer Man, The (1996)",1996-10-04,,"http://us.imdb.com/M/title-exact?Glimmer%20Man,%20The%20(1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Glimmer Man, The",1996.0,48,2.75,1.0619131671036408,2
842,Pollyanna (1960),1960-01-01,,http://us.imdb.com/M/title-exact?Pollyanna%20(1960),0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Pollyanna,1960.0,27,3.1481481481481484,1.0990801644908383,3
843,"Shaggy Dog, The (1959)",1959-01-01,,"http://us.imdb.com/M/title-exact?Shaggy%20Dog,%20The%20(1959)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shaggy Dog, The",1959.0,30,3.0,1.0170952554312156,2
844,Freeway (1996),1996-08-23,,http://us.imdb.com/M/title-exact?Freeway%20(1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Freeway,1996.0,42,3.357142857142857,1.2061110366598147,1
845,That Thing You Do! (1996),1996-09-28,,http://us.imdb.com/M/title-exact?That%20Thing%20You%20Do!%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,That Thing You Do!,1996.0,176,3.465909090909091,0.9791992487901373,1
846,To Gillian on Her 37th Birthday (1996),1996-10-18,,http://us.imdb.com/M/title-exact?To%20Gillian%20on%20Her%2037th%20Birthday%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,To Gillian on Her 37th Birthday,1996.0,44,3.0681818181818183,0.9976187292568535,2
847,Looking for Richard (1996),1996-10-11,,http://us.imdb.com/M/title-exact?Looking%20for%20Richard%20(1996),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Looking for Richard,1996.0,55,3.727272727272727,0.8703882797784892,2
848,"Murder, My Sweet (1944)",1944-01-01,,"http://us.imdb.com/M/title-exact?Murder,%20My%20Sweet%20(1944)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Murder, My Sweet",1944.0,9,3.5555555555555554,0.8819171036881969,2
849,Days of Thunder (1990),1990-01-01,,http://us.imdb.com/M/title-exact?Days%20of%20Thunder%20(1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Days of Thunder,1990.0,53,2.7169811320754715,1.026145860275347,2
850,"Perfect Candidate, A (1996)",1996-09-27,,"http://us.imdb.com/M/title-exact?Perfect%20Candidate,%20A%20(1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Perfect Candidate, A",1996.0,4,4.0,1.4142135623730951,1
851,Two or Three Things I Know About Her (1966),1966-01-01,,http://us.imdb.com/M/title-exact?Deux%20ou%20trois%20choses%20que%20je%20sais%20d'elle%20(1966),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Two or Three Things I Know About Her,1966.0,4,3.75,1.8929694486000914,1
852,"Bloody Child, The (1996)",1996-10-26,,http://us.imdb.com/M/title-exact?Bloody%20Child%2C%20The%20%281996%29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Bloody Child, The",1996.0,1,1.0,0.0,2
853,Braindead (1992),1992-01-01,,http://us.imdb.com/M/title-exact?Braindead%20(1992),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Braindead,1992.0,14,3.857142857142857,1.6104057232283402,2
854,Bad Taste (1987),1987-01-01,,http://us.imdb.com/M/title-exact?Bad%20Taste%20(1987),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Bad Taste,1987.0,16,3.375,1.707825127659933,2
855,Diva (1981),1981-01-01,,http://us.imdb.com/M/title-exact?Diva%20(1981),0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Diva,1981.0,66,3.727272727272727,1.0309883912717266,5
856,Night on Earth (1991),1991-01-01,,http://us.imdb.com/M/title-exact?Night%20on%20Earth%20(1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Night on Earth,1991.0,36,3.8333333333333335,1.0555973258234952,2
857,Paris Was a Woman (1995),1996-11-08,,http://us.imdb.com/M/title-exact?Paris%20Was%20a%20Woman%20(1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Paris Was a Woman,1995.0,1,3.0,0.0,1
858,Amityville: Dollhouse (1996),1996-01-01,,http://us.imdb.com/M/title-exact?Amityville:%20Dollhouse%20(1996),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Amityville: Dollhouse,1996.0,3,1.0,0.0,1
859,April Fool's Day (1986),1986-01-01,,http://us.imdb.com/M/title-exact?April%20Fool's%20Day%20(1986),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,April Fool's Day,1986.0,15,2.6666666666666665,0.8997354108424374,2
860,"Believers, The (1987)",1987-01-01,,"http://us.imdb.com/M/title-exact?Believers,%20The%20(1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Believers, The",1987.0,16,2.25,1.1832159566199232,2
861,Nosferatu a Venezia (1986),1986-01-01,,http://us.imdb.com/M/title-exact?Nosferatu%20a%20Venezia%20(1986),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Nosferatu a Venezia,1986.0,3,2.3333333333333335,1.1547005383792515,1
862,Jingle All the Way (1996),1996-11-22,,http://us.imdb.com/M/title-exact?Jingle%20All%20the%20Way%20(1996),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jingle All the Way,1996.0,18,2.111111111111111,1.3234931004459767,3
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",1996-11-08,,"http://us.imdb.com/M/title-exact?Giardino%20dei%20Finzi-Contini,%20Il%20(1970)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",1970.0,24,3.9166666666666665,0.8805466023105079,1
864,My Fellow Americans (1996),1996-12-20,,http://us.imdb.com/M/title-exact?My%20Fellow%20Americans%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,My Fellow Americans,1996.0,86,3.1627906976744184,0.9185726154174212,1
865,"Ice Storm, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Ice Storm, The",1997.0,21,3.4761904761904763,1.2090925365350502,1
866,Michael (1996),1996-12-25,,http://us.imdb.com/M/title-exact?Michael%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Michael,1996.0,119,3.319327731092437,1.149301726910173,2
867,"Whole Wide World, The (1996)",1996-12-25,,"http://us.imdb.com/M/title-exact?Whole%20Wide%20World,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Whole Wide World, The",1996.0,6,4.0,0.8944271909999159,1
868,Hearts and Minds (1996),1997-01-10,,http://us.imdb.com/M/title-exact?Hearts%20and%20Minds%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Hearts and Minds,1996.0,5,3.8,1.0954451150103321,1
869,Fools Rush In (1997),1997-02-14,,http://us.imdb.com/M/title-exact?Fools%20Rush%20In%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Fools Rush In,1997.0,24,3.0,1.06321906614239,2
870,Touch (1997),1997-02-14,,http://us.imdb.com/M/title-exact?Touch%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Touch,1997.0,9,2.7777777777777777,0.6666666666666665,1
871,Vegas Vacation (1997),1997-02-14,,http://us.imdb.com/M/title-exact?Vegas%20Vacation%20(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Vegas Vacation,1997.0,75,2.4,1.0397504898200727,1
872,Love Jones (1997),1997-03-14,,http://us.imdb.com/M/title-exact?Love%20Jones%20(1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Love Jones,1997.0,42,3.0952380952380953,1.2842293657595634,1
873,Picture Perfect (1997),1997-08-01,,http://us.imdb.com/M/title-exact?Picture+Perfect+(1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Picture Perfect,1997.0,81,2.962962962962963,1.0540925533894594,2
874,Career Girls (1997),1997-08-08,,http://us.imdb.com/M/title-exact?Career+Girls+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Career Girls,1997.0,39,3.2564102564102564,1.1634329582374268,1
875,She's So Lovely (1997),1997-08-22,,http://us.imdb.com/M/title-exact?She%27s+So+Lovely+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,She's So Lovely,1997.0,53,2.7358490566037736,1.2580654164877731,2
876,Money Talks (1997),1997-08-22,,http://us.imdb.com/M/title-exact?Money+Talks+(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Money Talks,1997.0,47,2.702127659574468,0.9535948829246388,2
877,Excess Baggage (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Excess+Baggage+(1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Excess Baggage,1997.0,52,2.5384615384615383,1.1282736850142459,2
878,That Darn Cat! (1997),1997-02-14,,http://us.imdb.com/M/title-exact?That%20Darn%20Cat%20(1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,That Darn Cat!,1997.0,33,2.515151515151515,1.3946597282404614,3
879,"Peacemaker, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Peacemaker%2C+The+(1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Peacemaker, The",1997.0,136,3.2720588235294117,1.0144650972562825,3
880,Soul Food (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Soul+Food+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Soul Food,1997.0,59,3.169491525423729,1.219843720528638,1
881,Money Talks (1997),1997-08-22,,http://us.imdb.com/M/title-exact?Money+Talks+(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Money Talks,1997.0,45,2.933333333333333,1.2862913567871994,2
882,Washington Square (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Washington+Square+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Washington Square,1997.0,34,3.2941176470588234,1.1941628680530643,1
883,Telling Lies in America (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Telling+Lies+in+America+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Telling Lies in America,1997.0,13,3.230769230769231,1.3634420996046581,1
884,Year of the Horse (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Year+of+the+Horse+(1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Year of the Horse,1997.0,7,3.2857142857142856,1.889822365046136,1
885,Phantoms (1998),1998-01-01,,http://us.imdb.com/M/title-exact?Phantoms+(1998),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Phantoms,1998.0,13,2.230769230769231,1.2351684199496948,1
886,"Life Less Ordinary, A (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?Life+Less+Ordinary,+A+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Life Less Ordinary, A",1997.0,53,3.0754716981132075,1.190492086423696,2
887,Eve's Bayou (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Eve's+Bayou+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eve's Bayou,1997.0,64,3.609375,1.1901338793571297,1
888,One Night Stand (1997),1997-01-01,,http://us.imdb.com/M/title-exact?One+Night+Stand+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,One Night Stand,1997.0,15,3.466666666666667,1.3020130933435712,1
889,"Tango Lesson, The (1997)",1997-01-01,,"http://us.imdb.com/M/title-exact?Tango+Lesson,+The+(1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Tango Lesson, The",1997.0,13,3.3846153846153846,1.0439078454267838,1
890,Mortal Kombat: Annihilation (1997),1997-01-01,,http://us.imdb.com/M/title-exact?Mortal+Kombat%3A+Annihilation+(1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mortal Kombat: Annihilation,1997.0,43,1.9534883720930232,1.1537410861667323,2
891,Bent (1997),1997-12-18,,http://us.imdb.com/M/title-exact?imdb-title-118698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Bent,1997.0,6,2.6666666666666665,1.3662601021279464,2
892,Flubber (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119137,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Flubber,1997.0,53,2.7547169811320753,1.0543984865125433,3
893,For Richer or Poorer (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,For Richer or Poorer,1997.0,14,2.4285714285714284,0.9376144618769908,1
894,Home Alone 3 (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-119303,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Home Alone 3,1997.0,19,1.894736842105263,1.3701069237311885,2
895,Scream 2 (1997),1997-01-01,,http://us.imdb.com/M/title-exact?imdb-title-120082,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Scream 2,1997.0,106,3.2169811320754715,1.0954861237184426,2
896,"Sweet Hereafter, The (1997)",1997-01-01,,http://us.imdb.com/M/title-exact?Sweet+Hereafter%2C+The+(1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Sweet Hereafter, The",1997.0,44,3.772727272727273,1.008421201303751,1
897,Time Tracers (1995),1995-01-01,,http://us.imdb.com/M/title-exact?imdb-title-128755,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Time Tracers,1995.0,2,1.5,0.7071067811865476,3
