user_id,age,gender,occupation,zip_code,rating_count,average_rating,rating_std,first_rating_time,last_rating_time,active_span_days,age_group,activity_group
403,37,M,other,06811,50,3.68,1.2361890087305103,1997-11-17 16:55:03,1997-11-17 18:15:06,0,35-44,Medium Activity
404,29,F,programmer,55108,44,3.25,1.1023231282476873,1997-10-15 04:19:38,1998-01-03 01:28:31,79,25-34,Medium Activity
405,22,F,healthcare,10019,737,1.8344640434192674,1.3451829383515082,1998-01-23 08:37:15,1998-01-23 10:05:43,0,18-24,High Activity
406,52,M,educator,93109,342,3.5321637426900585,1.0737417772419722,1997-11-13 18:20:50,1998-01-12 18:50:33,60,45-54,High Activity
407,29,M,engineer,03261,226,3.4690265486725664,0.8596722523812536,1997-09-23 19:17:48,1998-04-22 14:00:37,210,25-34,High Activity
408,23,M,student,61755,27,3.740740740740741,1.0951850069418405,1998-03-12 05:14:43,1998-03-12 05:21:13,0,18-24,Low Activity
409,48,M,administrator,98225,203,3.5911330049261085,1.1626702779771316,1997-12-02 23:17:27,1997-12-03 17:05:12,0,45-54,High Activity
410,30,F,artist,94025,28,3.0357142857142856,1.0357370915204893,1998-02-28 00:41:21,1998-02-28 00:52:18,0,25-34,Low Activity
411,34,M,educator,44691,58,3.7758620689655173,0.7733069440811101,1998-03-27 21:43:02,1998-04-17 21:02:51,20,25-34,Medium Activity
412,25,M,educator,15222,51,3.9411764705882355,0.7324415254716884,1997-11-16 21:42:46,1997-11-16 22:03:49,0,25-34,Medium Activity
413,55,M,educator,78212,50,3.66,1.0022423838165933,1997-11-19 19:46:33,1997-11-19 20:04:20,0,55+,Medium Activity
414,24,M,programmer,38115,25,3.88,1.1298967504452195,1998-01-17 01:02:33,1998-01-17 01:10:39,0,18-24,Low Activity
415,39,M,educator,85711,24,4.166666666666667,1.0494995356656043,1997-11-13 16:38:28,1997-11-13 16:52:40,0,35-44,Low Activity
416,20,F,student,92626,493,3.845841784989858,1.0934802867536093,1997-10-12 22:50:43,1998-04-22 03:05:33,191,18-24,High Activity
417,27,F,other,48103,365,3.2465753424657535,0.9431770882077258,1997-11-16 02:06:39,1998-01-30 19:03:32,75,25-34,High Activity
418,55,F,none,21206,20,2.9,1.5183093090324964,1998-03-30 18:28:40,1998-03-30 18:33:56,0,55+,Low Activity
419,37,M,lawyer,43215,32,4.21875,0.906406410306746,1997-11-13 15:33:10,1997-11-13 15:43:48,0,35-44,Low Activity
420,53,M,educator,02140,36,4.166666666666667,0.8451542547285168,1998-03-31 15:06:30,1998-03-31 15:14:31,0,45-54,Low Activity
421,38,F,programmer,55105,62,3.8548387096774195,1.037758842979386,1998-04-10 20:46:50,1998-04-10 20:55:36,0,35-44,Medium Activity
422,26,M,entertainment,94533,97,3.463917525773196,0.9249082800259066,1997-09-24 19:32:03,1997-11-17 05:24:47,53,25-34,Medium Activity
423,64,M,other,91606,64,3.578125,0.9224654249983902,1998-04-01 01:35:03,1998-04-01 01:56:27,0,55+,Medium Activity
424,36,F,marketing,55422,44,3.3636363636363638,1.3310410175027823,1997-11-30 02:59:52,1997-11-30 03:15:23,0,35-44,Medium Activity
425,19,M,student,58644,204,2.9558823529411766,1.093200978859632,1997-11-05 13:45:11,1998-04-07 22:00:45,153,18-24,High Activity
426,55,M,educator,01602,101,3.8316831683168315,0.8132565023495733,1997-11-13 17:21:47,1997-11-13 18:16:45,0,55+,Medium Activity
427,51,M,doctor,85258,31,4.548387096774194,0.7676244601548055,1997-11-16 17:14:46,1997-11-16 17:28:46,0,45-54,Low Activity
428,28,M,student,55414,55,3.9272727272727272,0.8131909131805779,1998-01-27 23:27:31,1998-04-14 16:47:28,76,25-34,Medium Activity
429,27,M,student,29205,414,3.393719806763285,0.9137418366595391,1997-12-17 18:47:17,1997-12-17 19:42:53,0,25-34,High Activity
430,38,M,scientist,98199,65,3.5538461538461537,0.9847393251320566,1997-10-19 01:39:33,1997-10-19 02:02:49,0,35-44,Medium Activity
431,24,M,marketing,92629,21,3.380952380952381,0.7400128699009549,1997-10-26 05:34:22,1997-12-03 05:43:06,38,18-24,Low Activity
432,22,M,entertainment,50311,62,3.7096774193548385,1.0771409755092878,1998-03-09 03:56:03,1998-03-09 04:10:57,0,18-24,Medium Activity
433,27,M,artist,11211,41,3.5121951219512195,1.3251783128981587,1997-11-26 22:57:08,1997-11-26 23:12:03,0,25-34,Low Activity
434,16,F,student,49705,44,3.7045454545454546,1.4237119099512365,1998-02-06 00:18:49,1998-02-06 00:31:16,0,Under 18,Medium Activity
435,24,M,engineer,60007,379,3.316622691292876,1.0665740002467068,1998-01-06 23:49:44,1998-03-12 17:02:50,64,18-24,High Activity
436,30,F,administrator,17345,145,3.7517241379310344,0.9016268820763715,1998-02-18 02:19:58,1998-02-18 03:21:00,0,25-34,High Activity
437,27,F,other,20009,263,3.581749049429658,1.1623751602298298,1997-11-21 19:11:22,1997-12-01 18:53:25,9,25-34,High Activity
438,51,F,administrator,43204,33,4.0606060606060606,0.933387444318875,1997-11-18 15:46:00,1997-11-18 15:58:03,0,45-54,Low Activity
439,23,F,administrator,20817,31,3.7096774193548385,0.8638498475659905,1997-12-23 15:53:44,1997-12-23 16:21:24,0,18-24,Low Activity
440,30,M,other,48076,51,4.176470588235294,1.1782339725698148,1998-04-02 19:49:54,1998-04-03 04:38:21,0,25-34,Medium Activity
441,50,M,technician,55013,20,3.5,0.7608859102526819,1998-03-27 21:44:16,1998-03-27 22:05:06,0,45-54,Low Activity
442,22,M,student,85282,143,3.125874125874126,0.9182587078087854,1997-12-29 09:31:56,1997-12-29 10:29:57,0,18-24,High Activity
443,35,M,salesman,33308,24,3.375,1.4981873105160461,1997-12-30 17:55:21,1997-12-30 18:11:32,0,35-44,Low Activity
444,51,F,lawyer,53202,24,3.7916666666666665,1.1025333147551268,1998-03-18 18:47:27,1998-04-07 20:03:23,20,45-54,Low Activity
445,21,M,writer,92653,135,1.9851851851851852,1.09942444362565,1998-03-27 08:30:10,1998-03-29 19:47:50,2,18-24,High Activity
446,57,M,educator,60201,36,2.75,0.9063269671749656,1997-11-17 17:11:31,1997-11-17 17:30:59,0,55+,Low Activity
447,30,M,administrator,55113,139,3.597122302158273,0.9833352330644753,1997-11-06 22:06:17,1997-11-06 22:50:25,0,25-34,High Activity
448,23,M,entertainment,10021,38,3.3421052631578947,1.4194844094318892,1998-04-06 18:26:01,1998-04-06 19:01:21,0,18-24,Low Activity
449,23,M,librarian,55021,75,3.7466666666666666,1.1518883829811144,1997-11-19 16:54:04,1997-11-24 22:37:15,5,18-24,Medium Activity
450,35,F,educator,11758,540,3.8648148148148147,0.8626785330336609,1997-12-15 19:53:37,1998-04-09 17:13:06,114,35-44,High Activity
451,16,M,student,48446,98,2.7346938775510203,1.366393555540249,1997-11-08 18:05:42,1997-11-08 18:14:50,0,Under 18,Medium Activity
452,35,M,administrator,28018,206,3.412621359223301,1.2414137976144022,1997-09-26 08:05:00,1998-02-27 08:38:34,154,35-44,High Activity
453,18,M,student,06333,156,3.2884615384615383,1.0534711618424812,1997-10-07 02:27:19,1998-04-13 05:59:23,188,18-24,High Activity
454,57,M,other,97330,236,2.9788135593220337,0.9291819046346469,1997-12-12 20:25:26,1998-03-31 20:59:28,109,55+,High Activity
455,48,M,administrator,83709,189,3.502645502645503,0.7482201478312538,1997-11-03 19:27:30,1998-04-10 17:54:43,157,45-54,High Activity
456,24,M,technician,31820,217,3.456221198156682,0.8439164139935995,1997-12-06 01:23:47,1998-02-11 02:56:42,67,18-24,High Activity
457,33,F,salesman,30011,277,4.025270758122744,0.9456672835659655,1997-12-17 21:06:25,1997-12-19 17:38:33,1,25-34,High Activity
458,47,M,technician,Y1A6B,183,3.6885245901639343,1.1075314140841381,1998-02-02 04:38:34,1998-03-08 02:34:21,33,45-54,High Activity
459,22,M,student,29201,118,3.3813559322033897,1.0452946382606552,1997-11-15 02:38:52,1997-11-15 03:58:41,0,18-24,High Activity
460,44,F,other,60630,68,3.411764705882353,0.8849537321179365,1997-12-23 20:55:10,1997-12-23 21:27:49,0,35-44,Medium Activity
461,15,M,student,98102,23,3.0,1.1281521496355325,1998-01-21 04:07:26,1998-01-21 04:15:12,0,Under 18,Low Activity
462,19,F,student,02918,33,4.0,1.3228756555322951,1998-02-01 20:32:22,1998-02-01 20:45:28,0,18-24,Low Activity
463,48,F,healthcare,75218,133,2.8646616541353382,1.2897142911655421,1997-10-20 22:00:02,1998-03-22 01:47:07,152,45-54,High Activity
464,60,M,writer,94583,53,4.037735849056604,0.8762302154233783,1997-11-01 03:23:46,1997-11-01 03:34:19,0,55+,Medium Activity
465,32,M,other,05001,80,3.4375,0.8088709117645007,1997-12-31 00:48:58,1997-12-31 01:35:20,0,25-34,Medium Activity
466,22,M,student,90804,101,3.4653465346534653,1.1275136933593626,1998-03-19 04:45:59,1998-03-19 05:36:28,0,18-24,Medium Activity
467,29,M,engineer,91201,44,3.6818181818181817,0.982941179075431,1997-11-14 18:28:47,1997-11-14 18:40:04,0,25-34,Medium Activity
468,28,M,engineer,02341,143,3.993006993006993,0.8998943873596821,1997-09-26 13:05:26,1997-09-26 19:30:08,0,25-34,High Activity
469,60,M,educator,78628,43,4.534883720930233,0.5498414147691577,1997-11-13 19:46:07,1997-11-14 16:36:13,0,55+,Medium Activity
470,24,M,programmer,10021,57,3.5789473684210527,0.8006106691826073,1997-11-10 16:10:16,1997-11-10 19:17:14,0,18-24,Medium Activity
471,10,M,student,77459,31,3.3870967741935485,1.5204696501374986,1998-03-13 22:21:50,1998-03-13 22:29:14,0,Under 18,Low Activity
472,24,M,student,87544,263,4.228136882129277,0.9211505149909568,1997-10-04 15:08:02,1998-04-17 05:31:03,194,18-24,High Activity
473,29,M,student,94708,35,3.914285714285714,0.9194444797052752,1997-10-29 20:27:04,1997-10-29 20:40:48,0,25-34,Low Activity
474,51,M,executive,93711,327,4.08256880733945,0.8191920346147054,1998-02-19 18:56:55,1998-02-28 01:07:24,8,45-54,High Activity
475,30,M,programmer,75230,20,3.6,1.353358395757909,1998-04-01 17:18:03,1998-04-03 18:27:04,2,25-34,Low Activity
476,28,M,student,60440,83,3.3734939759036147,1.0206507175123085,1997-12-29 02:55:43,1997-12-29 03:26:29,0,25-34,Medium Activity
477,23,F,student,02125,35,4.457142857142857,0.5054326709601878,1997-10-04 04:47:31,1997-10-04 05:14:02,0,18-24,Low Activity
478,29,M,other,10019,113,3.415929203539823,1.2516108457619022,1998-03-08 20:03:38,1998-03-08 23:10:45,0,25-34,High Activity
479,30,M,educator,55409,202,3.4207920792079207,1.1870626678694713,1997-11-13 22:19:12,1998-04-22 21:40:38,159,25-34,High Activity
480,57,M,retired,98257,60,3.7333333333333334,0.899466257300739,1998-03-29 21:38:59,1998-03-29 22:00:22,0,55+,Medium Activity
481,73,M,retired,37771,56,3.982142857142857,0.9043545448866515,1998-01-26 15:17:41,1998-01-26 15:40:40,0,55+,Medium Activity
482,18,F,student,40256,26,3.423076923076923,0.7575263387144725,1998-02-16 15:31:36,1998-02-16 15:48:22,0,18-24,Low Activity
483,29,M,scientist,43212,59,3.0508474576271185,0.9363120761347885,1997-11-08 00:52:33,1998-04-20 18:56:12,163,25-34,Medium Activity
484,27,M,student,21208,139,3.9928057553956835,0.989044355606936,1997-10-28 17:47:40,1998-03-29 18:26:13,152,25-34,High Activity
485,44,F,educator,95821,26,3.0384615384615383,1.1128618685450316,1998-03-27 23:13:43,1998-03-27 23:42:42,0,35-44,Low Activity
486,39,M,educator,93101,189,3.2222222222222223,0.9910951031793562,1997-11-18 17:26:13,1997-11-18 17:51:05,0,35-44,High Activity
487,22,M,engineer,92121,231,3.645021645021645,1.1551242637685548,1997-12-29 23:56:35,1998-02-23 19:33:01,55,18-24,High Activity
488,48,M,technician,21012,154,3.357142857142857,0.9123593735569737,1998-03-30 21:17:31,1998-03-31 20:28:57,0,45-54,High Activity
489,55,M,other,45218,109,3.7247706422018347,1.104465344367091,1998-03-31 16:45:40,1998-04-01 16:52:35,1,55+,Medium Activity
490,29,F,artist,V5A2B,57,2.789473684210526,1.2209019222523152,1997-09-28 06:10:21,1997-09-28 06:39:25,0,25-34,Medium Activity
491,43,F,writer,53711,33,3.8484848484848486,1.227833766263071,1998-03-29 15:16:07,1998-03-29 16:44:36,0,35-44,Low Activity
492,57,M,educator,94618,55,3.5272727272727273,1.0337731224436382,1997-11-19 19:51:39,1997-11-19 20:04:39,0,55+,Medium Activity
493,22,M,engineer,60090,135,3.7555555555555555,1.1874132594662314,1998-01-06 23:35:25,1998-01-07 00:31:24,0,18-24,High Activity
494,38,F,administrator,49428,47,3.872340425531915,1.095782850524757,1997-11-14 20:48:28,1997-11-14 21:04:36,0,35-44,Medium Activity
495,29,M,engineer,03052,213,3.9530516431924885,1.1317262578875247,1998-02-28 02:14:03,1998-02-28 03:49:28,0,25-34,High Activity
496,21,F,student,55414,129,3.0310077519379846,1.2804905340344919,1997-10-05 15:03:04,1997-10-05 17:51:22,0,18-24,High Activity
497,20,M,student,50112,279,3.1792114695340503,0.9116342873240402,1997-11-05 19:49:11,1997-11-12 19:43:00,6,18-24,High Activity
498,26,M,writer,55408,149,3.2885906040268456,0.9248469706390935,1997-12-12 19:05:27,1997-12-15 17:02:01,2,25-34,High Activity
499,42,M,programmer,75006,102,3.8627450980392157,1.0248324247105522,1997-12-24 20:32:38,1998-04-13 21:00:59,110,35-44,Medium Activity
500,28,M,administrator,94305,225,3.3422222222222224,1.0147327429833628,1998-01-03 21:55:27,1998-04-21 20:55:33,107,25-34,High Activity
501,22,M,student,10025,73,3.767123287671233,0.5897397718298555,1997-12-28 22:03:43,1998-01-05 10:13:23,7,18-24,Medium Activity
502,22,M,student,23092,37,3.108108108108108,1.1250625608230707,1998-01-02 00:43:12,1998-01-02 01:02:25,0,18-24,Low Activity
503,50,F,writer,27514,160,4.01875,1.2411795718427483,1997-11-13 16:20:24,1998-04-15 19:18:11,153,45-54,High Activity
504,40,F,writer,92115,251,3.6215139442231075,0.8222987892516812,1998-02-18 19:45:15,1998-03-10 17:25:57,19,35-44,High Activity
505,27,F,other,20657,112,3.3660714285714284,0.9954449022475091,1998-02-28 01:56:39,1998-03-08 05:23:34,8,25-34,High Activity
506,46,M,programmer,03869,242,3.6735537190082646,1.0840425796663526,1997-09-21 17:17:09,1998-03-15 16:36:01,174,45-54,High Activity
507,18,F,writer,28450,58,4.724137931034483,0.7676142911251093,1998-03-15 12:12:39,1998-03-15 12:48:47,0,18-24,Medium Activity
508,27,M,marketing,19382,87,3.8275862068965516,0.9789279441345713,1998-01-02 18:48:51,1998-01-02 21:43:50,0,25-34,Medium Activity
509,23,M,administrator,10011,33,2.515151515151515,1.325735930559234,1997-12-31 17:41:55,1997-12-31 18:11:18,0,18-24,Low Activity
510,34,M,other,98038,30,2.7666666666666666,1.1043279539543753,1998-02-16 22:17:19,1998-02-16 22:26:09,0,25-34,Low Activity
511,22,M,student,21250,24,3.75,1.1131623577819223,1998-03-15 23:30:58,1998-03-15 23:38:22,0,18-24,Low Activity
512,29,M,other,20090,21,4.333333333333333,0.8563488385776754,1998-02-27 11:18:09,1998-02-27 14:18:46,0,25-34,Low Activity
513,43,M,administrator,26241,22,4.363636363636363,0.7267314002700915,1998-01-17 18:38:06,1998-01-17 18:59:09,0,35-44,Low Activity
514,27,M,programmer,20707,194,3.8402061855670104,0.8875838769459439,1997-09-26 21:17:54,1998-04-06 22:02:44,192,25-34,High Activity
515,53,M,marketing,49508,40,3.0,0.9336995618478524,1998-02-16 19:50:04,1998-02-16 20:15:31,0,45-54,Low Activity
516,53,F,librarian,10021,21,4.095238095238095,0.7684244858645454,1998-03-30 20:42:45,1998-03-30 20:44:45,0,45-54,Low Activity
517,24,M,student,55454,37,3.2972972972972974,1.2442057900717418,1997-09-29 00:14:26,1998-04-15 17:18:48,198,18-24,Low Activity
518,49,F,writer,99709,73,3.643835616438356,1.0975966549908869,1997-10-14 09:49:41,1997-10-14 10:17:46,0,45-54,Medium Activity
519,22,M,other,55320,49,4.122448979591836,1.4087916373797154,1997-12-27 18:41:05,1998-01-27 19:27:02,31,18-24,Medium Activity
520,62,M,healthcare,12603,23,3.4347826086956523,1.3082287455154342,1998-01-19 00:09:51,1998-01-19 00:43:05,0,55+,Low Activity
521,19,M,student,02146,150,3.14,0.8672257704385585,1998-01-10 23:37:50,1998-01-29 08:45:53,18,18-24,High Activity
522,36,M,engineer,55443,30,4.333333333333333,0.8022955570857538,1997-10-16 00:13:44,1997-10-16 00:21:54,0,35-44,Low Activity
523,50,F,administrator,04102,100,4.36,0.7180219742846015,1998-01-02 00:04:24,1998-01-02 01:11:35,0,45-54,Medium Activity
524,56,M,educator,02159,306,3.4934640522875817,1.059673516229696,1998-01-08 19:22:59,1998-01-15 02:52:52,6,55+,High Activity
525,27,F,administrator,19711,54,3.2962962962962963,0.9034447624807775,1997-12-02 17:52:58,1997-12-02 18:24:27,0,25-34,Medium Activity
526,30,M,marketing,97124,68,3.235294117647059,1.2710043866996124,1998-01-24 22:44:20,1998-01-24 22:57:37,0,25-34,Medium Activity
527,33,M,librarian,12180,137,3.832116788321168,0.9515416520951473,1997-11-13 21:09:14,1997-11-13 21:31:31,0,25-34,High Activity
528,18,M,student,55104,53,3.7169811320754715,1.0809069996742768,1998-01-29 19:17:08,1998-02-26 19:50:42,28,18-24,Medium Activity
529,47,F,administrator,44224,43,3.604651162790698,0.8766694246848051,1997-12-19 12:36:36,1997-12-19 12:50:20,0,45-54,Medium Activity
530,29,M,engineer,94040,45,3.888888888888889,0.7752484124524869,1998-01-02 22:54:29,1998-04-03 02:01:35,90,25-34,Medium Activity
531,30,F,salesman,97408,30,3.2333333333333334,1.654322099591069,1998-02-09 18:24:46,1998-02-09 18:36:04,0,25-34,Low Activity
532,20,M,student,92705,274,4.12043795620438,0.9740695709770941,1997-09-20 20:29:47,1998-04-21 00:44:51,212,18-24,High Activity
533,43,M,librarian,02324,260,3.3846153846153846,1.0573122140168045,1997-11-10 19:37:50,1998-04-21 12:15:44,161,35-44,High Activity
534,20,M,student,05464,80,4.075,0.8535109915274834,1997-10-25 19:23:49,1997-10-25 19:39:21,0,18-24,Medium Activity
535,45,F,educator,80302,218,3.9357798165137616,0.8454293415610294,1997-11-15 18:04:23,1997-11-15 18:41:26,0,45-54,High Activity
536,38,M,engineer,30078,163,3.871165644171779,0.9822325242282995,1997-12-17 00:05:49,1997-12-17 13:21:16,0,35-44,High Activity
537,36,M,engineer,22902,490,2.8653061224489798,0.9731678334536022,1998-01-28 23:00:46,1998-01-29 00:04:06,0,35-44,High Activity
538,31,M,scientist,21010,81,3.617283950617284,0.9429727095012865,1997-10-17 13:40:40,1997-10-20 16:16:44,3,25-34,Medium Activity
539,53,F,administrator,80303,56,3.982142857142857,0.9043545448866518,1997-11-17 17:29:30,1997-11-17 17:43:43,0,45-54,Medium Activity
540,28,M,engineer,91201,63,3.7142857142857144,0.6071767407189161,1997-12-15 03:29:44,1997-12-15 03:50:20,0,25-34,Medium Activity
541,19,F,student,84302,133,3.6240601503759398,1.118721563101589,1998-01-03 21:48:43,1998-01-23 22:52:52,20,18-24,High Activity
542,21,M,student,60515,135,3.488888888888889,0.7998756122203475,1998-02-03 18:55:20,1998-02-03 19:22:54,0,18-24,High Activity
543,33,M,scientist,95123,197,3.532994923857868,0.7250458570821988,1997-09-21 17:07:19,1998-03-24 07:19:52,183,25-34,High Activity
544,44,F,other,29464,31,2.806451612903226,1.0138821377494092,1998-01-14 16:25:35,1998-01-14 16:41:26,0,35-44,Low Activity
545,27,M,technician,08052,162,3.506172839506173,0.8284304817597296,1997-11-19 00:11:41,1998-01-07 01:04:48,49,25-34,High Activity
546,36,M,executive,22911,59,3.8983050847457625,1.109440916271722,1998-01-18 16:06:20,1998-01-18 16:38:58,0,35-44,Medium Activity
547,50,M,educator,14534,23,3.652173913043478,1.0272954630384807,1998-03-30 18:29:15,1998-03-30 18:36:07,0,45-54,Low Activity
548,51,M,writer,95468,155,3.670967741935484,1.2120053009793363,1998-03-27 23:43:14,1998-04-01 07:39:31,4,45-54,High Activity
549,42,M,scientist,45680,25,3.72,0.842614977317636,1997-12-09 12:50:33,1997-12-09 13:06:44,0,35-44,Low Activity
550,16,F,student,95453,40,3.675,1.2065526224617107,1997-12-29 19:54:43,1997-12-29 20:08:39,0,Under 18,Low Activity
551,25,M,programmer,55414,334,3.802395209580838,1.3456169352506824,1998-04-16 03:09:25,1998-04-17 03:57:11,1,25-34,High Activity
552,45,M,other,68147,84,3.0952380952380953,0.551428541701966,1997-11-11 03:56:04,1997-11-11 04:32:43,0,45-54,Medium Activity
553,58,M,educator,62901,100,4.17,0.7792122414154677,1997-11-19 14:03:55,1997-11-19 14:22:04,0,55+,Medium Activity
554,32,M,scientist,62901,114,3.5701754385964914,0.7867182676573207,1997-10-07 13:32:03,1997-11-06 07:29:14,29,25-34,High Activity
555,29,F,educator,23227,52,4.019230769230769,0.6998707055770279,1997-11-19 17:52:43,1997-12-17 19:10:41,28,25-34,Medium Activity
556,35,F,educator,30606,44,4.204545454545454,1.1926040582466173,1997-12-14 21:37:17,1997-12-14 21:54:01,0,35-44,Medium Activity
557,30,F,writer,11217,53,3.7547169811320753,1.0724820310016763,1997-11-25 19:08:49,1998-01-09 14:54:08,44,25-34,Medium Activity
558,56,F,writer,63132,20,4.2,0.8335087534664908,1997-11-13 15:43:48,1997-11-13 15:53:16,0,55+,Low Activity
559,69,M,executive,10022,76,3.5789473684210527,1.0986435017145684,1998-03-27 21:20:35,1998-03-27 21:59:39,0,55+,Medium Activity
560,32,M,student,10003,101,3.396039603960396,0.9389271315793583,1997-11-19 21:31:27,1997-11-19 22:19:33,0,25-34,Medium Activity
561,23,M,engineer,60005,357,3.0252100840336134,1.0094679726287483,1998-01-26 09:25:10,1998-04-20 20:49:35,84,18-24,High Activity
562,54,F,administrator,20879,72,3.5416666666666665,1.4625609413088583,1997-11-10 20:43:36,1997-11-10 21:18:29,0,45-54,Medium Activity
563,39,F,librarian,32707,30,3.7666666666666666,1.0726484571581123,1997-11-26 01:02:01,1997-11-26 01:27:52,0,35-44,Low Activity
564,65,M,retired,94591,34,3.411764705882353,0.6567895774291854,1998-03-01 02:13:35,1998-03-01 05:43:58,0,55+,Low Activity
565,40,M,student,55422,35,4.542857142857143,0.7005400077947069,1998-03-27 22:20:52,1998-03-27 22:31:02,0,35-44,Low Activity
566,20,M,student,14627,149,3.442953020134228,1.111260243533917,1997-12-09 06:34:33,1997-12-09 07:17:09,0,18-24,High Activity
567,24,M,entertainment,10003,155,3.9548387096774196,0.9891747543259108,1997-12-18 06:13:50,1997-12-18 06:43:04,0,18-24,High Activity
568,39,M,educator,01915,81,3.3703703703703702,1.1450376024878444,1997-10-26 22:55:47,1997-10-26 23:17:57,0,35-44,Medium Activity
569,34,M,educator,91903,70,3.4857142857142858,0.9127575220154908,1997-11-17 18:56:31,1997-11-26 15:49:16,8,25-34,Medium Activity
570,26,M,educator,14627,22,2.6818181818181817,1.2867960816866657,1997-12-04 19:02:25,1997-12-04 19:13:15,0,25-34,Low Activity
571,34,M,artist,01945,20,3.45,0.7591546545162481,1997-12-29 00:19:20,1997-12-29 00:24:23,0,25-34,Low Activity
572,51,M,educator,20003,20,3.25,1.164157703189193,1997-11-13 19:26:19,1997-11-13 19:37:20,0,45-54,Low Activity
573,68,M,retired,48911,51,3.7450980392156863,0.62747548971739,1998-01-26 19:37:56,1998-01-26 19:57:54,0,55+,Medium Activity
574,56,M,educator,53188,46,3.5217391304347827,1.1876986231042248,1998-03-30 17:27:40,1998-03-30 17:41:52,0,55+,Medium Activity
575,33,M,marketing,46032,26,3.1538461538461537,1.4612955263685081,1997-10-29 17:34:07,1997-10-29 18:06:28,0,25-34,Low Activity
576,48,M,executive,98281,36,3.5277777777777777,0.8778581437993958,1998-02-08 17:48:18,1998-02-11 03:50:19,2,45-54,Low Activity
577,36,F,student,77845,188,3.8031914893617023,0.8392703894843125,1997-11-25 14:58:23,1998-03-16 23:09:09,111,35-44,High Activity
578,31,M,administrator,M7A1A,24,2.6666666666666665,1.090140264874869,1998-02-11 20:35:35,1998-03-26 19:16:55,42,25-34,Low Activity
579,32,M,educator,48103,74,3.472972972972973,0.9099597006427155,1997-12-01 04:42:26,1997-12-01 05:02:59,0,25-34,Medium Activity
580,16,M,student,17961,47,3.5531914893617023,1.157367902844506,1998-01-06 22:01:43,1998-01-06 22:34:37,0,Under 18,Medium Activity
581,37,M,other,94131,28,4.035714285714286,0.9993384054849732,1997-11-16 00:49:08,1997-11-16 01:19:15,0,35-44,Low Activity
582,17,M,student,93003,62,3.274193548387097,1.1476184154581512,1997-12-24 10:46:36,1997-12-24 11:31:54,0,Under 18,Medium Activity
583,44,M,engineer,29631,27,4.444444444444445,0.6979824404521127,1997-11-13 01:20:52,1997-11-13 01:29:35,0,35-44,Low Activity
584,25,M,student,27511,24,3.5416666666666665,0.931532942621143,1998-01-26 00:18:41,1998-01-26 01:39:40,0,25-34,Low Activity
585,69,M,librarian,98501,80,3.7375,0.9378638534429913,1998-03-30 18:09:45,1998-03-30 19:30:56,0,55+,Medium Activity
586,20,M,student,79508,166,3.325301204819277,0.868414560057437,1998-01-06 03:28:33,1998-01-06 06:52:03,0,18-24,High Activity
587,26,M,other,14216,98,2.9693877551020407,1.049831421250285,1998-04-18 03:42:36,1998-04-18 03:55:52,0,25-34,Medium Activity
588,18,F,student,93063,225,3.7422222222222223,1.1934510450057834,1998-03-16 02:16:31,1998-03-16 07:13:41,0,18-24,High Activity
589,21,M,lawyer,90034,43,3.441860465116279,1.4848813577970168,1997-12-28 23:39:32,1997-12-28 23:46:27,0,18-24,Medium Activity
590,50,M,educator,82435,48,3.5,1.1850127928207934,1997-11-13 16:31:26,1997-11-13 16:47:25,0,45-54,Medium Activity
591,57,F,librarian,92093,84,3.6547619047619047,0.7837821128725626,1998-03-27 20:35:56,1998-03-27 23:12:46,0,55+,Medium Activity
592,18,M,student,97520,360,3.813888888888889,1.3461288307014145,1997-12-20 08:41:26,1998-02-27 04:20:33,68,18-24,High Activity
593,31,F,educator,68767,156,3.608974358974359,1.0810611152114236,1997-09-30 18:39:12,1998-03-02 21:03:56,153,25-34,High Activity
594,46,M,educator,M4J2K,25,3.48,0.6531972647421808,1997-09-20 18:41:04,1997-10-25 21:51:42,35,45-54,Low Activity
595,25,M,programmer,31909,96,3.1979166666666665,1.0723294040905496,1998-02-08 06:49:36,1998-02-16 00:16:43,7,25-34,Medium Activity
596,20,M,artist,77073,20,3.6,0.8825799501580877,1997-12-31 03:26:55,1997-12-31 03:42:47,0,18-24,Low Activity
597,23,M,other,84116,41,3.6341463414634148,1.1990850170228884,1997-09-27 05:43:03,1997-09-27 06:59:43,0,18-24,Low Activity
598,40,F,marketing,43085,25,3.68,1.0295630140987,1998-02-05 20:25:30,1998-02-05 20:45:21,0,35-44,Low Activity
599,22,F,student,R3T5K,47,3.893617021276596,1.0881584474057533,1997-12-01 04:36:37,1997-12-01 05:17:21,0,18-24,Medium Activity
600,34,M,programmer,02320,89,3.5842696629213484,1.0091511820702335,1998-02-26 00:03:08,1998-02-26 00:32:25,0,25-34,Medium Activity
601,19,F,artist,99687,148,3.081081081081081,1.317147575208539,1997-10-08 21:32:24,1997-10-08 22:59:42,0,18-24,High Activity
602,47,F,other,34656,29,3.793103448275862,0.7736421443326913,1998-02-28 03:50:47,1998-02-28 04:05:03,0,45-54,Low Activity
603,21,M,programmer,47905,47,3.7872340425531914,1.1020962281975273,1998-04-07 13:32:02,1998-04-07 13:52:19,0,18-24,Medium Activity
604,39,M,educator,11787,27,3.2962962962962963,1.265361450787719,1998-01-01 15:19:06,1998-01-01 15:25:52,0,35-44,Low Activity
